"Name"	"File Extension"	"File Type"	"Is Deleted"	"Last Accessed"	"File Created"	"Last Modified"	"Size"	"Address"	"Hash Value"	"Known Status"	"Permissions"	"Full Path"
"anr_2024-03-17-05-56-12-250"	""	"r"	""	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"9741"	"0"	"null"	"unknown"	"r---------"	"/LogicalFileSet1/data/anr/anr_2024-03-17-05-56-12-250"
"anr_2024-03-17-05-56-12-250_1"	""	"r"	""	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"9741"	"0"	"null"	"unknown"	"r---------"	"/LogicalFileSet1/data/anr/anr_2024-03-17-05-56-12-250_1"
"anr_2024-03-17-05-57-05-218"	""	"r"	""	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"819723"	"0"	"null"	"unknown"	"r---------"	"/LogicalFileSet1/data/anr/anr_2024-03-17-05-57-05-218"
"anr_2024-03-17-05-57-05-218_1"	""	"r"	""	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"819723"	"0"	"null"	"unknown"	"r---------"	"/LogicalFileSet1/data/anr/anr_2024-03-17-05-57-05-218_1"
"anr_2024-03-17-16-52-12-932"	""	"r"	""	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"325456"	"0"	"null"	"unknown"	"r---------"	"/LogicalFileSet1/data/anr/anr_2024-03-17-16-52-12-932"
"anr_2024-03-17-16-52-12-932_1"	""	"r"	""	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"325456"	"0"	"null"	"unknown"	"r---------"	"/LogicalFileSet1/data/anr/anr_2024-03-17-16-52-12-932_1"
"anr_2024-03-17-17-16-25-643"	""	"r"	""	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"392790"	"0"	"null"	"unknown"	"r---------"	"/LogicalFileSet1/data/anr/anr_2024-03-17-17-16-25-643"
"anr_2024-03-17-17-16-25-643_1"	""	"r"	""	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"392790"	"0"	"null"	"unknown"	"r---------"	"/LogicalFileSet1/data/anr/anr_2024-03-17-17-16-25-643_1"
"trace_00"	""	"r"	""	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"164938"	"0"	"null"	"unknown"	"r---------"	"/LogicalFileSet1/data/anr/trace_00"
"trace_00_1"	""	"r"	""	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"164938"	"0"	"null"	"unknown"	"r---------"	"/LogicalFileSet1/data/anr/trace_00_1"
"trace_01"	""	"r"	""	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"178057"	"0"	"null"	"unknown"	"r---------"	"/LogicalFileSet1/data/anr/trace_01"
"trace_01_1"	""	"r"	""	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"178057"	"0"	"null"	"unknown"	"r---------"	"/LogicalFileSet1/data/anr/trace_01_1"
"base.apk"	".apk"	"r"	""	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"55785756"	"0"	"null"	"unknown"	"r---------"	"/LogicalFileSet1/data/app/com.squareup.cash-lUKGyepFlhgViXh4AdqOKQ==/base.apk"
"base_1.apk"	".apk"	"r"	""	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"55785756"	"0"	"null"	"unknown"	"r---------"	"/LogicalFileSet1/data/app/com.squareup.cash-lUKGyepFlhgViXh4AdqOKQ==/base_1.apk"
"libBarcodeScannerLib.so"	".so"	"r"	""	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"1680940"	"0"	"null"	"unknown"	"r---------"	"/LogicalFileSet1/data/app/com.squareup.cash-lUKGyepFlhgViXh4AdqOKQ==/lib/x86/libBarcodeScannerLib.so"
"libBarcodeScannerLib_1.so"	".so"	"r"	""	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"1680940"	"0"	"null"	"unknown"	"r---------"	"/LogicalFileSet1/data/app/com.squareup.cash-lUKGyepFlhgViXh4AdqOKQ==/lib/x86/libBarcodeScannerLib_1.so"
"libbugsnag-ndk.so"	".so"	"r"	""	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"1250096"	"0"	"null"	"unknown"	"r---------"	"/LogicalFileSet1/data/app/com.squareup.cash-lUKGyepFlhgViXh4AdqOKQ==/lib/x86/libbugsnag-ndk.so"
"libbugsnag-ndk_1.so"	".so"	"r"	""	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"1250096"	"0"	"null"	"unknown"	"r---------"	"/LogicalFileSet1/data/app/com.squareup.cash-lUKGyepFlhgViXh4AdqOKQ==/lib/x86/libbugsnag-ndk_1.so"
"libbugsnag-plugin-android-anr.so"	".so"	"r"	""	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"11640"	"0"	"null"	"unknown"	"r---------"	"/LogicalFileSet1/data/app/com.squareup.cash-lUKGyepFlhgViXh4AdqOKQ==/lib/x86/libbugsnag-plugin-android-anr.so"
"libbugsnag-plugin-android-anr_1.so"	".so"	"r"	""	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"11640"	"0"	"null"	"unknown"	"r---------"	"/LogicalFileSet1/data/app/com.squareup.cash-lUKGyepFlhgViXh4AdqOKQ==/lib/x86/libbugsnag-plugin-android-anr_1.so"
"libbugsnag-root-detection.so"	".so"	"r"	""	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"3792"	"0"	"null"	"unknown"	"r---------"	"/LogicalFileSet1/data/app/com.squareup.cash-lUKGyepFlhgViXh4AdqOKQ==/lib/x86/libbugsnag-root-detection.so"
"libbugsnag-root-detection_1.so"	".so"	"r"	""	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"3792"	"0"	"null"	"unknown"	"r---------"	"/LogicalFileSet1/data/app/com.squareup.cash-lUKGyepFlhgViXh4AdqOKQ==/lib/x86/libbugsnag-root-detection_1.so"
"libduktape.so"	".so"	"r"	""	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"661276"	"0"	"null"	"unknown"	"r---------"	"/LogicalFileSet1/data/app/com.squareup.cash-lUKGyepFlhgViXh4AdqOKQ==/lib/x86/libduktape.so"
"libduktape_1.so"	".so"	"r"	""	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"661276"	"0"	"null"	"unknown"	"r---------"	"/LogicalFileSet1/data/app/com.squareup.cash-lUKGyepFlhgViXh4AdqOKQ==/lib/x86/libduktape_1.so"
"libfilament-jni.so"	".so"	"r"	""	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"1509256"	"0"	"null"	"unknown"	"r---------"	"/LogicalFileSet1/data/app/com.squareup.cash-lUKGyepFlhgViXh4AdqOKQ==/lib/x86/libfilament-jni.so"
"libfilament-jni_1.so"	".so"	"r"	""	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"1509256"	"0"	"null"	"unknown"	"r---------"	"/LogicalFileSet1/data/app/com.squareup.cash-lUKGyepFlhgViXh4AdqOKQ==/lib/x86/libfilament-jni_1.so"
"libimage_processing_util_jni.so"	".so"	"r"	""	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"35372"	"0"	"null"	"unknown"	"r---------"	"/LogicalFileSet1/data/app/com.squareup.cash-lUKGyepFlhgViXh4AdqOKQ==/lib/x86/libimage_processing_util_jni.so"
"libimage_processing_util_jni_1.so"	".so"	"r"	""	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"35372"	"0"	"null"	"unknown"	"r---------"	"/LogicalFileSet1/data/app/com.squareup.cash-lUKGyepFlhgViXh4AdqOKQ==/lib/x86/libimage_processing_util_jni_1.so"
"libquickjs.so"	".so"	"r"	""	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"2088236"	"0"	"null"	"unknown"	"r---------"	"/LogicalFileSet1/data/app/com.squareup.cash-lUKGyepFlhgViXh4AdqOKQ==/lib/x86/libquickjs.so"
"libquickjs_1.so"	".so"	"r"	""	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"2088236"	"0"	"null"	"unknown"	"r---------"	"/LogicalFileSet1/data/app/com.squareup.cash-lUKGyepFlhgViXh4AdqOKQ==/lib/x86/libquickjs_1.so"
"librenderscript-toolkit.so"	".so"	"r"	""	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"390460"	"0"	"null"	"unknown"	"r---------"	"/LogicalFileSet1/data/app/com.squareup.cash-lUKGyepFlhgViXh4AdqOKQ==/lib/x86/librenderscript-toolkit.so"
"librenderscript-toolkit_1.so"	".so"	"r"	""	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"390460"	"0"	"null"	"unknown"	"r---------"	"/LogicalFileSet1/data/app/com.squareup.cash-lUKGyepFlhgViXh4AdqOKQ==/lib/x86/librenderscript-toolkit_1.so"
"libWrapperAutoCaptureJni.so"	".so"	"r"	""	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"1188296"	"0"	"null"	"unknown"	"r---------"	"/LogicalFileSet1/data/app/com.squareup.cash-lUKGyepFlhgViXh4AdqOKQ==/lib/x86/libWrapperAutoCaptureJni.so"
"libWrapperAutoCaptureJni_1.so"	".so"	"r"	""	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"1188296"	"0"	"null"	"unknown"	"r---------"	"/LogicalFileSet1/data/app/com.squareup.cash-lUKGyepFlhgViXh4AdqOKQ==/lib/x86/libWrapperAutoCaptureJni_1.so"
"base.art"	".art"	"r"	""	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"147456"	"0"	"null"	"unknown"	"r---------"	"/LogicalFileSet1/data/app/com.squareup.cash-lUKGyepFlhgViXh4AdqOKQ==/oat/x86/base.art"
"base.odex"	".odex"	"r"	""	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"1299256"	"0"	"null"	"unknown"	"r---------"	"/LogicalFileSet1/data/app/com.squareup.cash-lUKGyepFlhgViXh4AdqOKQ==/oat/x86/base.odex"
"base.vdex"	".vdex"	"r"	""	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"63223460"	"0"	"null"	"unknown"	"r---------"	"/LogicalFileSet1/data/app/com.squareup.cash-lUKGyepFlhgViXh4AdqOKQ==/oat/x86/base.vdex"
"base_1.art"	".art"	"r"	""	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"147456"	"0"	"null"	"unknown"	"r---------"	"/LogicalFileSet1/data/app/com.squareup.cash-lUKGyepFlhgViXh4AdqOKQ==/oat/x86/base_1.art"
"base_1.odex"	".odex"	"r"	""	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"1299256"	"0"	"null"	"unknown"	"r---------"	"/LogicalFileSet1/data/app/com.squareup.cash-lUKGyepFlhgViXh4AdqOKQ==/oat/x86/base_1.odex"
"base_1.vdex"	".vdex"	"r"	""	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"63223460"	"0"	"null"	"unknown"	"r---------"	"/LogicalFileSet1/data/app/com.squareup.cash-lUKGyepFlhgViXh4AdqOKQ==/oat/x86/base_1.vdex"
"base.apk"	".apk"	"r"	""	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"121385127"	"0"	"null"	"unknown"	"r---------"	"/LogicalFileSet1/data/app/com.twitter.android-RbIixkNDY1gHOqaBKozpjA==/base.apk"
"base_1.apk"	".apk"	"r"	""	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"121385127"	"0"	"null"	"unknown"	"r---------"	"/LogicalFileSet1/data/app/com.twitter.android-RbIixkNDY1gHOqaBKozpjA==/base_1.apk"
"libcrashlytics-common.so"	".so"	"r"	""	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"767860"	"0"	"null"	"unknown"	"r---------"	"/LogicalFileSet1/data/app/com.twitter.android-RbIixkNDY1gHOqaBKozpjA==/lib/x86/libcrashlytics-common.so"
"libcrashlytics-common_1.so"	".so"	"r"	""	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"767860"	"0"	"null"	"unknown"	"r---------"	"/LogicalFileSet1/data/app/com.twitter.android-RbIixkNDY1gHOqaBKozpjA==/lib/x86/libcrashlytics-common_1.so"
"libcrashlytics-handler.so"	".so"	"r"	""	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"172772"	"0"	"null"	"unknown"	"r---------"	"/LogicalFileSet1/data/app/com.twitter.android-RbIixkNDY1gHOqaBKozpjA==/lib/x86/libcrashlytics-handler.so"
"libcrashlytics-handler_1.so"	".so"	"r"	""	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"172772"	"0"	"null"	"unknown"	"r---------"	"/LogicalFileSet1/data/app/com.twitter.android-RbIixkNDY1gHOqaBKozpjA==/lib/x86/libcrashlytics-handler_1.so"
"libcrashlytics-trampoline.so"	".so"	"r"	""	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"7240"	"0"	"null"	"unknown"	"r---------"	"/LogicalFileSet1/data/app/com.twitter.android-RbIixkNDY1gHOqaBKozpjA==/lib/x86/libcrashlytics-trampoline.so"
"libcrashlytics-trampoline_1.so"	".so"	"r"	""	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"7240"	"0"	"null"	"unknown"	"r---------"	"/LogicalFileSet1/data/app/com.twitter.android-RbIixkNDY1gHOqaBKozpjA==/lib/x86/libcrashlytics-trampoline_1.so"
"libcrashlytics.so"	".so"	"r"	""	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"182668"	"0"	"null"	"unknown"	"r---------"	"/LogicalFileSet1/data/app/com.twitter.android-RbIixkNDY1gHOqaBKozpjA==/lib/x86/libcrashlytics.so"
"libcrashlytics_1.so"	".so"	"r"	""	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"182668"	"0"	"null"	"unknown"	"r---------"	"/LogicalFileSet1/data/app/com.twitter.android-RbIixkNDY1gHOqaBKozpjA==/lib/x86/libcrashlytics_1.so"
"libgifimage.so"	".so"	"r"	""	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"239552"	"0"	"null"	"unknown"	"r---------"	"/LogicalFileSet1/data/app/com.twitter.android-RbIixkNDY1gHOqaBKozpjA==/lib/x86/libgifimage.so"
"libgifimage_1.so"	".so"	"r"	""	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"239552"	"0"	"null"	"unknown"	"r---------"	"/LogicalFileSet1/data/app/com.twitter.android-RbIixkNDY1gHOqaBKozpjA==/lib/x86/libgifimage_1.so"
"libimagepipeline.so"	".so"	"r"	""	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"9848"	"0"	"null"	"unknown"	"r---------"	"/LogicalFileSet1/data/app/com.twitter.android-RbIixkNDY1gHOqaBKozpjA==/lib/x86/libimagepipeline.so"
"libimagepipeline_1.so"	".so"	"r"	""	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"9848"	"0"	"null"	"unknown"	"r---------"	"/LogicalFileSet1/data/app/com.twitter.android-RbIixkNDY1gHOqaBKozpjA==/lib/x86/libimagepipeline_1.so"
"libjingle_peerconnection_so.so"	".so"	"r"	""	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"11904444"	"0"	"null"	"unknown"	"r---------"	"/LogicalFileSet1/data/app/com.twitter.android-RbIixkNDY1gHOqaBKozpjA==/lib/x86/libjingle_peerconnection_so.so"
"libjingle_peerconnection_so_1.so"	".so"	"r"	""	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"11904444"	"0"	"null"	"unknown"	"r---------"	"/LogicalFileSet1/data/app/com.twitter.android-RbIixkNDY1gHOqaBKozpjA==/lib/x86/libjingle_peerconnection_so_1.so"
"libnative-filters.so"	".so"	"r"	""	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"22100"	"0"	"null"	"unknown"	"r---------"	"/LogicalFileSet1/data/app/com.twitter.android-RbIixkNDY1gHOqaBKozpjA==/lib/x86/libnative-filters.so"
"libnative-filters_1.so"	".so"	"r"	""	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"22100"	"0"	"null"	"unknown"	"r---------"	"/LogicalFileSet1/data/app/com.twitter.android-RbIixkNDY1gHOqaBKozpjA==/lib/x86/libnative-filters_1.so"
"libnative-imagetranscoder.so"	".so"	"r"	""	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"530088"	"0"	"null"	"unknown"	"r---------"	"/LogicalFileSet1/data/app/com.twitter.android-RbIixkNDY1gHOqaBKozpjA==/lib/x86/libnative-imagetranscoder.so"
"libnative-imagetranscoder_1.so"	".so"	"r"	""	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"530088"	"0"	"null"	"unknown"	"r---------"	"/LogicalFileSet1/data/app/com.twitter.android-RbIixkNDY1gHOqaBKozpjA==/lib/x86/libnative-imagetranscoder_1.so"
"libopenclinformation.so"	".so"	"r"	""	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"1050164"	"0"	"null"	"unknown"	"r---------"	"/LogicalFileSet1/data/app/com.twitter.android-RbIixkNDY1gHOqaBKozpjA==/lib/x86/libopenclinformation.so"
"libopenclinformation_1.so"	".so"	"r"	""	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"1050164"	"0"	"null"	"unknown"	"r---------"	"/LogicalFileSet1/data/app/com.twitter.android-RbIixkNDY1gHOqaBKozpjA==/lib/x86/libopenclinformation_1.so"
"libstatic-webp.so"	".so"	"r"	""	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"743448"	"0"	"null"	"unknown"	"r---------"	"/LogicalFileSet1/data/app/com.twitter.android-RbIixkNDY1gHOqaBKozpjA==/lib/x86/libstatic-webp.so"
"libstatic-webp_1.so"	".so"	"r"	""	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"743448"	"0"	"null"	"unknown"	"r---------"	"/LogicalFileSet1/data/app/com.twitter.android-RbIixkNDY1gHOqaBKozpjA==/lib/x86/libstatic-webp_1.so"
"libtwittermedia.so"	".so"	"r"	""	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"1522416"	"0"	"null"	"unknown"	"r---------"	"/LogicalFileSet1/data/app/com.twitter.android-RbIixkNDY1gHOqaBKozpjA==/lib/x86/libtwittermedia.so"
"libtwittermedia_1.so"	".so"	"r"	""	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"1522416"	"0"	"null"	"unknown"	"r---------"	"/LogicalFileSet1/data/app/com.twitter.android-RbIixkNDY1gHOqaBKozpjA==/lib/x86/libtwittermedia_1.so"
"base.art"	".art"	"r"	""	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"151552"	"0"	"null"	"unknown"	"r---------"	"/LogicalFileSet1/data/app/com.twitter.android-RbIixkNDY1gHOqaBKozpjA==/oat/x86/base.art"
"base.odex"	".odex"	"r"	""	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"1801928"	"0"	"null"	"unknown"	"r---------"	"/LogicalFileSet1/data/app/com.twitter.android-RbIixkNDY1gHOqaBKozpjA==/oat/x86/base.odex"
"base.vdex"	".vdex"	"r"	""	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"72296328"	"0"	"null"	"unknown"	"r---------"	"/LogicalFileSet1/data/app/com.twitter.android-RbIixkNDY1gHOqaBKozpjA==/oat/x86/base.vdex"
"base_1.art"	".art"	"r"	""	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"151552"	"0"	"null"	"unknown"	"r---------"	"/LogicalFileSet1/data/app/com.twitter.android-RbIixkNDY1gHOqaBKozpjA==/oat/x86/base_1.art"
"base_1.odex"	".odex"	"r"	""	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"1801928"	"0"	"null"	"unknown"	"r---------"	"/LogicalFileSet1/data/app/com.twitter.android-RbIixkNDY1gHOqaBKozpjA==/oat/x86/base_1.odex"
"base_1.vdex"	".vdex"	"r"	""	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"72296328"	"0"	"null"	"unknown"	"r---------"	"/LogicalFileSet1/data/app/com.twitter.android-RbIixkNDY1gHOqaBKozpjA==/oat/x86/base_1.vdex"
"base.apk"	".apk"	"r"	""	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"95355877"	"0"	"null"	"unknown"	"r---------"	"/LogicalFileSet1/data/app/com.whatsapp-BGc5uelEiiwVLaE4U9aizQ==/base.apk"
"base_1.apk"	".apk"	"r"	""	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"95355877"	"0"	"null"	"unknown"	"r---------"	"/LogicalFileSet1/data/app/com.whatsapp-BGc5uelEiiwVLaE4U9aizQ==/base_1.apk"
"libaom_version.so"	".so"	"r"	""	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"2760"	"0"	"null"	"unknown"	"r---------"	"/LogicalFileSet1/data/app/com.whatsapp-BGc5uelEiiwVLaE4U9aizQ==/lib/x86/libaom_version.so"
"libaom_version_1.so"	".so"	"r"	""	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"2760"	"0"	"null"	"unknown"	"r---------"	"/LogicalFileSet1/data/app/com.whatsapp-BGc5uelEiiwVLaE4U9aizQ==/lib/x86/libaom_version_1.so"
"libsuperpack.so"	".so"	"r"	""	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"227344"	"0"	"null"	"unknown"	"r---------"	"/LogicalFileSet1/data/app/com.whatsapp-BGc5uelEiiwVLaE4U9aizQ==/lib/x86/libsuperpack.so"
"libsuperpack_1.so"	".so"	"r"	""	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"227344"	"0"	"null"	"unknown"	"r---------"	"/LogicalFileSet1/data/app/com.whatsapp-BGc5uelEiiwVLaE4U9aizQ==/lib/x86/libsuperpack_1.so"
